study,fold,method,auc,average_precision,mcc,accuracy,balanced_accuracy,f1_weighted,brier,sensitivity,specificity,ppv,npv,calibration_intercept,calibration_slope,n_features,avg_leakage_risk,avg_clinical_utility,designated_traps_selected,designated_trap_fraction,prediction_unavailable_selected
adherence,1,All Features,0.8996183222162552,0.8134455573736535,0.6402556609270715,0.8198338525441329,0.8257558187633471,0.8213970107763481,0.1229720093723203,0.8558500323206205,0.7956616052060738,0.7376044568245126,0.8915896937287312,0.0023080044971782,0.9891875224957158,11,0.17048490173160968,0.6151515151515151,2,1.0,0
adherence,1,Mutual Information,0.9001456881768226,0.8137561567192094,0.6462698980250718,0.823208722741433,0.828682061845262,0.8247073471186793,0.1228903328200048,0.8564964447317388,0.8008676789587853,0.7427130044843049,0.8926499032882012,-0.0029797420105214,0.9889895117184644,5,0.23484197800418655,0.6833333333333333,2,1.0,0
adherence,1,LightGBM Gain,0.8915189569904384,0.7820459201167549,0.6421582849582732,0.819055036344756,0.8271245023956522,0.8207328005362564,0.1260396318464485,0.8681318681318682,0.786117136659436,0.7314814814814815,0.8988095238095238,6.473150329282186e-05,0.9844727847192848,5,0.23247854776288102,0.6466666666666667,2,1.0,0
adherence,1,Permutation Importance,0.9001456881768226,0.8137561567192094,0.6462698980250718,0.823208722741433,0.828682061845262,0.8247073471186793,0.1228903328200048,0.8564964447317388,0.8008676789587853,0.7427130044843049,0.8926499032882012,-0.0029797420105214,0.9889895117184644,5,0.23484197800418655,0.6833333333333333,2,1.0,0
adherence,1,SHAP Ranking,0.9001456881768226,0.8137561567192094,0.6462698980250718,0.823208722741433,0.828682061845262,0.8247073471186793,0.1228903328200048,0.8564964447317388,0.8008676789587853,0.7427130044843049,0.8926499032882012,-0.0029797420105214,0.9889895117184644,5,0.23484197800418655,0.6833333333333333,2,1.0,0
adherence,1,Availability Gate + SHAP,0.9001456881768226,0.8137561567192094,0.6462698980250718,0.823208722741433,0.828682061845262,0.8247073471186793,0.1228903328200048,0.8564964447317388,0.8008676789587853,0.7427130044843049,0.8926499032882012,-0.0029797420105214,0.9889895117184644,5,0.23484197800418655,0.6833333333333333,2,1.0,0
adherence,1,Semantic Veto + SHAP,0.8260906631966987,0.7020856821886015,0.4897075617709381,0.7466251298026999,0.7490666281530132,0.7487777067943121,0.1643709484912585,0.7614738202973497,0.7366594360086768,0.6599439775910364,0.8214804063860668,0.0067081583605091,0.8899819945676578,5,0.16529028424356104,0.67,1,0.5,0
adherence,1,PSEUL-Select,0.8251834423073418,0.7002065944796612,0.4896071294749327,0.7463655244029076,0.7490622813450426,0.748543647344379,0.1648746392275275,0.7627666451195863,0.735357917570499,0.659217877094972,0.8220174587778856,0.0074648532514691,0.8818466862160443,5,0.19079499747594372,0.7233333333333334,1,0.5,0
adherence,1,PSEUL-Audit,0.9001456881768226,0.8137561567192094,0.6462698980250718,0.823208722741433,0.828682061845262,0.8247073471186793,0.1228903328200048,0.8564964447317388,0.8008676789587853,0.7427130044843049,0.8926499032882012,-0.0029797420105214,0.9889895117184644,5,0.23484197800418655,0.6833333333333333,2,1.0,0
adherence,1,PSEUL-Auto (leakage metadata null),0.9001456881768226,0.8137561567192094,0.6462698980250718,0.823208722741433,0.828682061845262,0.8247073471186793,0.1228903328200048,0.8564964447317388,0.8008676789587853,0.7427130044843049,0.8926499032882012,-0.0029797420105214,0.9889895117184644,5,0.23484197800418652,0.6833333333333333,2,1.0,0
adherence,1,Oracle Trap Exclusion + SHAP,0.6496879412535914,0.5233809844008093,0.1895361796114379,0.6256490134994808,0.5877176033103045,0.6114060906701093,0.2250384695899455,0.3949579831932773,0.7804772234273318,0.5470008952551477,0.6577696526508227,-0.0807571959468029,0.7827989309604501,5,0.13382695677606088,0.6866666666666666,0,0.0,0
adherence,2,All Features,0.9045352115205056,0.8318740833861633,0.6338887078772704,0.8187483770449234,0.8217638417546507,0.8201124195106125,0.1202777321059245,0.8371040723981901,0.8064236111111112,0.7438253877082137,0.8805687203791469,0.0568891984773841,0.9998482508172134,11,0.17130211803812093,0.6151515151515151,2,1.0,0
adherence,2,Mutual Information,0.8932398279824751,0.7967070076562196,0.6343239117468866,0.8158919761101012,0.8229872277436616,0.8175586418458669,0.1248106557179268,0.859082094376212,0.7868923611111112,0.7302197802197802,0.8926637124569178,0.0436351961114674,0.9882651751225126,5,0.2320971347113947,0.6433333333333333,2,1.0,0
adherence,2,LightGBM Gain,0.8973541139212096,0.8067025068511612,0.6357037100599847,0.817190340171384,0.8235413356047547,0.8188044241442843,0.1225063940597894,0.8558500323206205,0.7912326388888888,0.7335180055401662,0.8910068426197458,0.0311640011729955,1.0077737556493345,5,0.22966215580396332,0.6466666666666667,2,1.0,0
adherence,2,Permutation Importance,0.9035410438213748,0.8280145616989983,0.6328244508875116,0.8182290314204103,0.8212236216602026,0.8195969823172332,0.1209171517927699,0.8364576599870718,0.8059895833333334,0.7432510051694429,0.8800947867298579,0.0585097740288348,0.9790478744198312,5,0.22990882617537264,0.6833333333333333,2,1.0,0
